make,model,trim,mileage,price,year,month
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,9702,32700,2018,august
Ford,F150 SuperCrew Ca...,Lariat 5 1/2 ft,44936,35400,2015,august
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,2732,36800,2018,august
Lexus,RX,RX 350,14119,35000,2016,august
Hyundai,Genesis Coupe,3.8 Ultimate,1993,29900,2016,august
Genesis,G90,3.3T Premium,13942,41700,2017,august
Ford,Focus,RS,1591,34500,2016,august
Chevrolet,Silverado 1500 Cr...,LT 6 1/2 ft,25948,30900,2014,august
Chevrolet,Silverado 2500 HD...,LT 6 1/2 ft,11878,40600,2016,august
Mercedes-Ben...,GLE,GLE 350 4MATIC,31494,38600,2018,august
Chevrolet,Corvette,Stingray Z51,9189,46500,2015,august
Toyota,Camry,XSE,157,30300,2019,august
Ford,Mustang,GT Premium,23647,31100,2018,august
Acura,MDX,SH-AWD,60479,31700,2017,august
Jeep,Grand Cherokee,Overland,38411,29800,2016,august
Chevrolet,Tahoe,LT,25314,42000,2017,august
Ford,Mustang,GT,15275,31200,2015,august
Ford,F150 SuperCrew Ca...,SVT Raptor 5 1/2 ft,76228,37800,2014,august
Ford,F250 Super Duty C...,XL 8 ft,19450,46200,2017,august
Ford,F150 SuperCrew Ca...,XL 5 1/2 ft,12156,34600,2018,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,19517,32800,2015,august
Dodge,Challenger,R/T Scat Pack,19405,33600,2016,august
Lincoln,MKX,Black Label,40404,34800,2018,august
Dodge,Challenger,Scat Pack,18159,31900,2015,august
Nissan,Pathfinder,Platinum,14059,29600,2018,august
Ram,2500 Crew Cab,Tradesman 6 1/3 ft,23683,32400,2016,august
GMC,Yukon XL,Denali,36757,48700,2018,august
INFINITI,Q50,3.0t Premium,50594,29700,2016,august
Tesla,Model 3,Model 3,6161,47100,2018,august
Chevrolet,Silverado 2500 HD...,High Country 8 ft,6328,53100,2018,august
Ford,F150 SuperCrew Ca...,XLT 6 1/2 ft,15590,34100,2018,august
Audi,S5,Prestige,36115,39500,2016,august
Cadillac,CTS,CTS-V,42249,39200,2013,august
Maserati,Ghibli,S Q4,23439,34700,2014,august
Ford,F250 Super Duty C...,XLT 6 3/4 ft,7960,56500,2019,august
Audi,S6,Premium Plus,22249,44900,2016,august
Chevrolet,Colorado Crew Cab,ZR2 5 ft,10205,37000,2018,august
Acura,RDX,RDX,23071,30400,2017,august
Chevrolet,Corvette,Stingray,4168,43200,2016,august
INFINITI,Q60,Red Sport 400,18365,42700,2018,august
Ford,F150 SuperCrew Ca...,XL 6 1/2 ft,36300,32800,2015,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,41330,33500,2016,august
Chevrolet,Camaro,ZL1,22293,37700,2013,august
Tesla,Model 3,Model 3,4944,46200,2018,august
Toyota,Highlander,SE,9229,35500,2018,august
Toyota,Tundra CrewMax,SR5 5 1/2 ft,10955,40400,2018,august
BMW,3 Series,320i xDrive,8000,29700,2018,august
Ford,F250 Super Duty C...,Lariat 6 3/4 ft,17380,50400,2016,august
Jeep,Wrangler,Unlimited Sport,884,30800,2016,august
Chevrolet,Camaro,SS,10912,33900,2016,august
Toyota,Tundra CrewMax,SR5 5 1/2 ft,13923,33500,2017,august
Lexus,RX,RX 350,29643,30800,2016,august
Lexus,RX,RX 350 F Sport,12004,48500,2018,august
Cadillac,XT5,Premium Luxury,26020,31200,2017,august
Cadillac,CTS,CTS,10554,32600,2018,august
Lexus,GS,GS 350,7191,38000,2018,august
Ram,1500 Crew Cab,Laramie 5 1/2 ft,23382,32900,2016,august
Mercedes-Ben...,GLE,GLE 350 4MATIC,12036,42000,2018,august
Mercedes-Ben...,GLS,GLS 450 4MATIC,34219,50300,2018,august
BMW,M3,M3,23390,38900,2012,august
Mercedes-Ben...,GLE,GLE 550e 4MATIC Plug-In H...,8597,54600,2018,august
Ford,F150 SuperCrew Ca...,Lariat 5 1/2 ft,14781,35000,2016,august
Mercedes-Ben...,S-Class,S 63 AMG,31340,44200,2013,august
Cadillac,CT6,3.6,31783,30600,2016,august
Chevrolet,Camaro,SS,3983,34500,2017,august
Ford,F250 Super Duty C...,XLT 6 3/4 ft,8982,46500,2017,august
Jaguar,XJ,XJ R-Sport,14381,45800,2017,august
Chevrolet,Traverse,LS,15544,31000,2018,august
Lexus,LS,LS 460,59420,30700,2013,august
Porsche,Cayenne,Cayenne,49215,36500,2016,august
Chevrolet,Corvette,Grand Sport,57432,32700,2013,august
BMW,3 Series,320i,7360,31000,2018,august
Genesis,G90,3.3T Premium,4660,47300,2018,august
Lexus,ES,ES 350,14102,31400,2018,august
Mercedes-Ben...,S-Class,S 550,34007,58300,2017,august
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,10289,30200,2018,august
Ram,1500 Crew Cab,Night 5 1/2 ft,23554,31400,2017,august
BMW,M2,M2,815,51900,2018,august
Audi,A5,Premium Plus,11216,36500,2018,august
Mercedes-Ben...,Mercedes-AMG CLA,CLA 45 4MATIC,8199,43100,2018,august
Land Rover,Range Rover Sport,Supercharged,44472,47200,2016,august
Chevrolet,Colorado Crew Cab,Z71 5 ft,13117,30900,2018,august
Cadillac,CT6,3.6 Premium Luxury,15467,46500,2018,august
Lexus,IS,IS 350,7877,32100,2016,august
Ford,Expedition,XLT,83,41600,2018,august
Buick,Enclave,Essence,19548,31700,2018,august
Chevrolet,Camaro,SS,7031,35200,2017,august
Acura,TLX,3.5 w/Technology Pkg,3827,30200,2018,august
Toyota,Tundra Double Cab,SR5 6 1/2 ft,15820,33000,2018,august
Chevrolet,Corvette,Stingray,21651,41300,2014,august
BMW,X5,xDrive40e,46953,31300,2016,august
INFINITI,Q70,L 3.7 Luxe,7609,34600,2018,august
Jaguar,F-TYPE,S,12962,46700,2016,august
BMW,X5,xDrive35d,40468,37900,2017,august
Ram,2500 Regular Cab,Tradesman 8 ft,73762,31800,2015,august
Land Rover,Range Rover Sport,SE,42654,42100,2016,august
Volvo,S90,T6 Inscription,14964,37200,2018,august
Jaguar,XF,XF 3.5t Prestige,33833,29700,2016,august
Honda,Ridgeline,RTL 5 ft,14664,30000,2018,august
GMC,Sierra 1500 Crew ...,SLT 6 1/2 ft,20409,37200,2015,august
Chevrolet,Camaro,SS,5807,32900,2018,august
Ford,Expedition,XLT,18960,41200,2018,august
Toyota,Tacoma Double Cab,TRD Pro 5 ft,7390,45900,2018,august
Ram,2500 Mega Cab,Big Horn 6 1/3 ft,28768,39100,2017,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,35064,30900,2017,august
GMC,Sierra 2500 HD Cr...,SLT 6 1/2 ft,30760,56000,2017,august
Lincoln,Navigator L,Select,56825,31800,2016,august
Ford,Explorer,Platinum,21855,34000,2016,august
Mercedes-Ben...,GLS,GLS 450 4MATIC,34933,45900,2018,august
Audi,Q7,2.0T Premium Plus,7282,46200,2018,august
Ram,2500 Regular Cab,Tradesman 8 ft,180,31000,2018,august
Lexus,RX,RX 350,31501,30600,2016,august
Cadillac,CT6,3.6 Luxury,20458,41700,2018,august
Alfa Romeo,Stelvio,Stelvio,369,34400,2018,august
Land Rover,Range Rover Sport,SE,37769,41400,2016,august
Volvo,XC90,T6 Momentum,30343,40300,2018,august
Jeep,Wrangler Unlimite...,All New Sahara,4075,38600,2018,august
Honda,CR-V,Touring,6230,29800,2018,august
Lincoln,MKX,Reserve,26853,29700,2018,august
Ram,1500 Crew Cab,Laramie 5 1/2 ft,21701,30800,2018,august
BMW,4 Series,435i,25134,31200,2016,august
Lincoln,MKX,Reserve,32799,29900,2018,august
Cadillac,Escalade ESV,Premium Luxury,30318,58100,2017,august
Acura,MDX,SH-AWD,57792,30600,2017,august
Mercedes-Ben...,C-Class,C 300 4MATIC,21552,30100,2018,august
Mercedes-Ben...,GLS,GLS 450 4MATIC,33850,45800,2018,august
Dodge,Charger,R/T Scat Pack,3289,37200,2018,august
Mercedes-Ben...,S-Class,S 550,41224,38700,2014,august
Chevrolet,Camaro,SS,9634,33100,2017,august
Cadillac,XT5,Platinum,51885,31600,2017,august
Audi,Q3,Premium,29396,31100,2018,august
Jaguar,XF,XF 20d,22198,29700,2017,august
BMW,X5,xDrive35i,20195,33600,2016,august
Cadillac,CT6,3.6 Premium Luxury,12992,44100,2018,august
Cadillac,CT6,2.0 Turbo Luxury,7295,38000,2017,august
BMW,X5,xDrive40e iPerformance,47558,37400,2017,august
Mercedes-Ben...,GL-Class,GL 450 4MATIC,49870,37500,2016,august
Jaguar,XF,XF 3.5t R-Sport,25067,30100,2016,august
Jaguar,XF,XF 20d R-Sport,4877,38300,2017,august
GMC,Acadia,Denali,30305,32600,2017,august
Ford,F150 Super Cab,XLT 6 1/2 ft,6224,33800,2018,august
Nissan,Pathfinder,Platinum,19169,32300,2018,august
Toyota,Tacoma Double Cab,SR 5 ft,115,35200,2018,august
Lexus,RX,RX 350,11036,39600,2018,august
Nissan,Pathfinder,Platinum,7285,34200,2018,august
Ford,Mustang,GT 50 Years Limited Editi...,8635,37600,2015,august
Toyota,Tacoma Double Cab,SR5 5 ft,2668,31400,2018,august
Jeep,Wrangler,Sport S,23916,30700,2017,august
Toyota,Tacoma Double Cab,SR 5 ft,11735,31900,2018,august
Buick,Enclave,Premium,21285,32100,2017,august
Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,11932,30000,2016,august
Lexus,RX,RX 350,37640,31100,2016,august
Chevrolet,Corvette,Grand Sport,9144,40000,2012,august
Ford,Focus,RS,8812,35600,2017,august
Jeep,Grand Cherokee,Laredo,8665,30300,2018,august
Mercedes-Ben...,GLE,GLE 350,23030,36100,2018,august
Porsche,Macan,S,19810,54400,2018,august
GMC,Acadia,SLT-1,14687,29600,2017,august
INFINITI,Q60,3.0t Luxe,3653,41900,2018,august
Nissan,Pathfinder,Platinum,9212,35000,2018,august
Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,20976,30100,2016,august
Mercedes-Ben...,GLE,GLE 350,6749,33900,2016,august
Ford,Mustang,Shelby GT500,7366,53400,2014,august
Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,16730,31400,2017,august
Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,13347,29600,2016,august
INFINITI,QX60,3.5,33953,29800,2016,august
Nissan,Pathfinder,Platinum,10661,35000,2018,august
Toyota,4Runner,SR5,24997,34400,2018,august
Jeep,Grand Cherokee,Laredo,6846,36900,2018,august
Toyota,Tundra CrewMax,SR5 5 1/2 ft,13135,37600,2017,august
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,406,34800,2018,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,29929,31200,2016,august
Toyota,4Runner,SR5,33361,32900,2016,august
Nissan,Maxima,Platinum,2746,34600,2018,august
Audi,A6,3.0T Premium Plus,31893,31800,2016,august
Lexus,GS,GS 350,25627,34600,2016,august
Chevrolet,Camaro,LT,5812,32900,2017,august
Chevrolet,Tahoe,LT,23958,41600,2017,august
GMC,Sierra 1500 Crew ...,SLT 5 3/4 ft,9538,44400,2018,august
Buick,Enclave,Premium,27865,29900,2016,august
Toyota,4Runner,Limited,1794,42500,2018,august
Nissan,Pathfinder,Platinum,13511,33000,2018,august
Ford,F150 SuperCrew Ca...,Raptor 5 1/2 ft,20596,61400,2018,august
Buick,Enclave,Premium,21612,33000,2017,august
GMC,Sierra 1500 Crew ...,SLT 5 3/4 ft,1116,41500,2018,august
Jeep,Wrangler,Unlimited Sport S,31970,30200,2014,august
Lexus,RX,RX 350 F Sport,22837,41600,2017,august
Toyota,Highlander,XLE,20527,31500,2016,august
Nissan,Armada,Platinum,9474,44900,2018,august
Volvo,XC60,T6 Momentum,19145,40900,2018,august
Chrysler,Pacifica,Limited,31512,30300,2018,august
Ford,Explorer,Limited,48860,30600,2017,august
Ford,Explorer,Limited,32994,32500,2018,august
Ford,Explorer,Limited,40073,30100,2018,august
Jeep,Wrangler,Unlimited Sahara,19038,35500,2016,august
BMW,3 Series,320i xDrive,12106,32400,2018,august
Cadillac,Escalade ESV,Luxury,24538,56400,2018,august
Toyota,Tacoma Double Cab,SR5 5 ft,3165,30900,2019,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,29270,32900,2017,august
Chevrolet,Camaro,SS,657,39300,2018,august
Ram,1500 Classic Quad...,SLT 6 1/3 ft,2416,30500,2019,august
GMC,Acadia,Denali,38626,31300,2017,august
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,7535,34400,2018,august
Jaguar,XF,XF 3.5t R-Sport,44860,31800,2016,august
Ford,F150 SuperCrew Ca...,Lariat 5 1/2 ft,10385,42500,2018,august
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,11428,36800,2017,august
Nissan,Pathfinder,Platinum,16978,30500,2018,august
Chevrolet,Corvette,Grand Sport,3190,40800,2012,august
Ford,F150 SuperCrew Ca...,Harley-Davidson 5 1/2 ft,61491,36100,2012,august
Nissan,Maxima,Platinum,4320,34500,2018,august
Nissan,Pathfinder,Platinum,10934,33100,2018,august
Mazda,CX-9,Touring,21159,29800,2016,august
Lincoln,MKC,Reserve,11122,33900,2018,august
Chevrolet,Silverado 1500 Cr...,High Country 5 3/4 ft,31581,37800,2016,august
Volkswagen,Atlas,SE w/Tech Pkg,8367,30000,2018,august
Jeep,Wrangler Unlimite...,Sahara (JK),18081,32900,2018,august
Ram,1500 Crew Cab,Laramie Longhorn 6 1/3 ft,52755,29700,2015,august
Chevrolet,Camaro,SS,6880,37600,2017,august
Cadillac,CT6,3.6 Premium Luxury,12861,45800,2018,august
INFINITI,QX80,QX80,57240,38000,2016,august
Ford,F150 SuperCrew Ca...,Lariat 5 1/2 ft,21065,40800,2018,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,52294,31600,2016,august
Toyota,4Runner,SR5 Premium,15220,35700,2018,august
Toyota,Tacoma Double Cab,SR5 6 ft,18929,29700,2016,august
Chevrolet,Tahoe,LT,22138,39900,2016,august
Chevrolet,Camaro,SS,29058,30500,2017,august
BMW,5 Series,535d,18572,31200,2016,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,27958,36800,2018,august
Ram,1500 Crew Cab,Laramie 5 1/2 ft,31393,34800,2016,august
BMW,X4,xDrive28i,29508,29600,2016,august
Chevrolet,Corvette,Stingray Z51,3244,49600,2015,august
Lexus,GS,GS 350,25233,32400,2016,august
GMC,Sierra 2500 HD Do...,8 ft,53009,32600,2016,august
Mercedes-Ben...,S-Class,S 550,40987,33100,2013,august
Ram,1500 Classic Crew...,Lone Star 5 1/2 ft,6292,31900,2019,august
Chevrolet,Tahoe,LTZ,46805,31700,2013,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,47439,30300,2016,august
Lexus,GX,GX 460 Luxury,13649,43400,2016,august
Honda,Pilot,Elite,63307,31300,2016,august
Chevrolet,Camaro,SS,5878,36200,2017,august
Jeep,Grand Cherokee,Overland,11890,35300,2018,august
Ford,F150 Super Cab,XL 6 1/2 ft,20766,36800,2018,august
Mercedes-Ben...,GLE,GLE 350 4MATIC,27044,41200,2018,august
Toyota,Highlander,Limited Platinum,28837,31300,2016,august
Cadillac,XT5,Luxury,15189,36100,2018,august
Dodge,Challenger,SRT 392,21269,35500,2015,august
Mercedes-Ben...,S-Class,S 550,29121,49500,2015,august
BMW,5 Series,535i,26951,32200,2016,august
Toyota,Tundra CrewMax,Limited 5 1/2 ft,22223,34700,2016,august
Honda,Ridgeline,RTL-T 5 ft,43030,31200,2017,august
Jeep,Grand Cherokee,Overland,31299,29900,2016,august
BMW,3 Series,340i,18733,32100,2017,august
Mercedes-Ben...,GLC,GLC 300 4MATIC,20141,32100,2017,august
Jeep,Grand Cherokee,Overland,16322,31800,2017,august
GMC,Acadia,Denali,31824,34500,2017,august
Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,13805,30400,2016,august
Cadillac,CT6,3.6 Premium Luxury,19415,44200,2018,august
GMC,Acadia,Denali,17469,32900,2017,august
GMC,Acadia,Denali,25640,32000,2017,august
Audi,A6,3.0T Premium Plus,40073,29900,2016,august
Chevrolet,Corvette,Stingray Z51,13844,43100,2014,august
BMW,X6,xDrive35i,40254,35500,2016,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,37771,29900,2017,august
Toyota,4Runner,SR5,28735,32800,2018,august
Mercedes-Ben...,GLE,GLE 350 4MATIC,27495,39300,2018,august
GMC,Sierra 2500 HD Cr...,SLE 6 1/2 ft,36593,40200,2017,august
Dodge,Challenger,R/T Plus,4258,31600,2016,august
Chevrolet,Corvette,Stingray Z51,6993,47300,2016,august
BMW,3 Series,340i,27354,30200,2016,august
Toyota,Tundra CrewMax,SR5 5 1/2 ft,19148,35500,2017,august
Honda,Pilot,Touring,25293,33000,2016,august
Chevrolet,Silverado 1500 Cr...,High Country 5 3/4 ft,35082,35500,2014,august
Toyota,4Runner,SR5,8972,34200,2018,august
GMC,Acadia,SLT-2,18021,33100,2018,august
Ford,F150 SuperCrew Ca...,XL 5 1/2 ft,29756,30400,2017,august
Jeep,Wrangler,Unlimited Rubicon,43162,33700,2012,august
GMC,Sierra 1500 Crew ...,Denali 5 3/4 ft,58712,34600,2016,august
Lexus,LS,LS 460,54666,33900,2014,august
Honda,Pilot,Touring,58739,32000,2017,august
Mercedes-Ben...,C-Class,C 300 4MATIC,10359,32400,2018,august
GMC,Acadia,Denali,21903,34000,2017,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,29636,36100,2016,august
Mercedes-Ben...,GLE,GLE 350,35774,33800,2017,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,22403,32500,2017,august
BMW,X5,sDrive35i,16151,44500,2018,august
Audi,SQ5,Premium Plus,14253,45500,2018,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,41454,32100,2017,august
Cadillac,XT5,Platinum,45672,32100,2017,august
Toyota,Highlander,XLE,29122,30200,2016,august
Mercedes-Ben...,GLE,GLE 350 4MATIC,30707,38900,2018,august
Toyota,Tundra CrewMax,1794 Edition 5 1/2 ft,2703,44300,2017,august
Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,6191,33600,2018,august
Jeep,Wrangler Unlimite...,Rubicon,7957,38000,2017,august
Acura,MDX,SH-AWD,10674,38200,2017,august
Chevrolet,Camaro,SS,6275,32600,2016,august
Ford,F150 SuperCrew Ca...,Platinum 5 1/2 ft,60085,37000,2015,august
Cadillac,XT5,Luxury,15858,31900,2018,august
Mercedes-Ben...,GLC,GLC 300,2443,39100,2019,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,45704,30600,2016,august
Mercedes-Ben...,GLE,GLE 350 4MATIC,38821,32400,2016,august
Jeep,Grand Cherokee,Overland,31162,30000,2016,august
Lexus,GS,GS 200t F SPORT,13251,37300,2017,august
Acura,MDX,MDX,9124,38900,2018,august
Chevrolet,Camaro,SS,1489,39000,2018,august
Ford,Expedition,XLT,24709,39300,2018,august
Lincoln,Navigator,Select,86915,32800,2016,august
Cadillac,CT6,3.6 Luxury,6877,43800,2018,august
BMW,X3,M40i,2653,48600,2018,august
Jeep,Grand Cherokee,Overland,50600,30800,2016,august
INFINITI,QX80,QX80,35164,42200,2018,august
Chevrolet,Colorado Crew Cab,LT 5 ft,8168,29900,2018,august
Jeep,Wrangler,Unlimited Rubicon,20208,34900,2015,august
Toyota,4Runner,TRD Off-Road,13286,35100,2019,august
Dodge,Challenger,R/T Scat Pack,33365,30900,2016,august
Chevrolet,Camaro,ZL1,22911,34500,2012,august
Dodge,Challenger,Scat Pack Shaker,8593,36500,2015,august
BMW,5 Series,535i xDrive,36213,29600,2016,august
Toyota,4Runner,SR5,26751,34100,2016,august
Cadillac,CT6,2.0 Turbo Luxury,10505,45800,2018,august
Cadillac,XT5,Luxury,26642,33500,2018,august
Audi,A6,3.0T Premium Plus,30775,31200,2016,august
Chevrolet,Silverado 1500 Do...,LTZ 6 1/2 ft,6762,36400,2015,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,12891,35000,2017,august
Ram,1500 Crew Cab,SLT 5 1/2 ft,19922,32700,2018,august
Tesla,Model S,Model S,65520,36000,2014,august
Chevrolet,Camaro,SS,13197,30700,2017,august
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,10003,30800,2016,august
Toyota,Tundra CrewMax,SR5 5 1/2 ft,15523,32500,2017,august
Chevrolet,Camaro,SS,2431,35600,2018,august
Mercedes-Ben...,S-Class,S 550 4MATIC,28732,60000,2017,august
Ford,F150 Super Cab,XLT 6 1/2 ft,19211,30100,2017,august
Mazda,CX-9,Signature,13922,35100,2017,august
Chevrolet,Colorado Crew Cab,LT 5 ft,9194,30600,2018,august
BMW,5 Series,535i,29451,29800,2016,august
GMC,Sierra 1500 Crew ...,SLE 5 3/4 ft,17425,34500,2017,august
BMW,4 Series,435i,47482,29600,2015,august
Ford,F150 SuperCrew Ca...,Lariat 6 1/2 ft,16968,42300,2018,august
Mercedes-Ben...,GLE,GLE 350 4MATIC,38311,41400,2018,august
Chevrolet,Camaro,SS,27292,36000,2017,august
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,1267,37000,2019,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,22714,32400,2017,august
Mercedes-Ben...,GLE,GLE 350,24916,36500,2018,august
INFINITI,Q70,L 3.7 Luxe,10011,33000,2018,august
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,7437,31700,2017,august
Mercedes-Ben...,E-Class,E 400,39184,31900,2016,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,12270,31700,2017,august
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,15663,30500,2017,august
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,17356,29900,2015,august
Dodge,Charger,R/T Scat Pack,14715,37300,2018,august
Chevrolet,Silverado 2500 HD...,LT 8 ft,37987,30700,2018,august
GMC,Sierra 1500 Crew ...,SLT 5 3/4 ft,42285,34900,2015,august
Mercedes-Ben...,GLE,GLE 350 4MATIC,29469,33300,2016,august
Toyota,Tacoma Double Cab,TRD Off-Road 5 ft,38069,31500,2017,august
Jeep,Grand Cherokee,Overland,52341,29900,2015,august
Honda,CR-V,Touring,1478,31000,2018,august
Toyota,4Runner,SR5,27984,35200,2017,august
BMW,M4,M4,33786,43400,2016,august
INFINITI,QX80,QX80,25539,44500,2018,august
Jaguar,F-PACE,35t Prestige,43364,36300,2017,august
Nissan,Pathfinder,Platinum,12267,31900,2018,august
Nissan,Titan Crew Cab,Platinum Reserve 5 1/2 ft,9476,40600,2018,august
Nissan,Pathfinder,Platinum,11989,30300,2018,august
Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,9041,31500,2017,august
Nissan,Armada,Platinum,14614,40400,2018,august
Lexus,GS,GS 350,11624,31200,2016,august
Chevrolet,Colorado Crew Cab,ZR2 5 ft,10128,37100,2018,august
GMC,Sierra 1500 Crew ...,SLT 5 3/4 ft,9201,43600,2018,august
Honda,Pilot,Elite,45736,34200,2017,august
Lexus,RC,RC 200t,5905,34200,2017,august
Ford,F150 Super Cab,XLT 6 1/2 ft,10217,30600,2018,august
GMC,Sierra 1500 Crew ...,SLT 6 1/2 ft,13486,38800,2016,august
Dodge,Challenger,T/A,4032,33500,2018,august
GMC,Acadia,Denali,45978,29900,2017,august
Acura,MDX,SH-AWD w/Technology Pkg,647,47000,2019,august
Nissan,Titan Crew Cab,Platinum Reserve 5 1/2 ft,18142,38900,2018,august
Chevrolet,Camaro,SS,7422,32200,2016,august
Honda,Civic Type R,Touring Hatchback,1447,36300,2018,august
Nissan,Titan Crew Cab,Platinum Reserve 5 1/2 ft,9570,37700,2018,august
Ford,Expedition,XLT,3830,45800,2018,august
Ford,Expedition,Limited,50545,33800,2016,august
Nissan,Maxima,Platinum,1308,30800,2018,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,11287,35300,2018,august
GMC,Acadia,Denali,38435,31200,2017,august
BMW,7 Series,750Li,88481,31500,2013,august
Ford,F150 SuperCrew Ca...,XLT 6 1/2 ft,15315,31400,2016,august
Mazda,CX-9,Grand Touring,28860,31300,2018,august
BMW,7 Series,740Li xDrive,43116,32000,2015,august
Ford,F250 Super Duty C...,XLT 6 3/4 ft,10850,44500,2018,august
Chevrolet,Camaro,SS,6950,33400,2017,august
GMC,Sierra 1500 Crew ...,Denali 5 3/4 ft,18042,38800,2016,august
Ford,F150 Super Cab,XLT 6 1/2 ft,6643,31800,2018,august
Ford,Expedition,Limited,30289,44400,2018,august
GMC,Acadia,Denali,40053,31700,2017,august
Jeep,Wrangler Unlimite...,All New Sport S,3518,34300,2018,august
Volkswagen,Atlas,SE 4Motion,15830,29600,2018,august
Jeep,Grand Cherokee,Limited,31340,29600,2017,august
INFINITI,Q70,L 3.7 Luxe,20205,32900,2018,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,9962,33400,2017,august
INFINITI,QX80,QX80,34459,37000,2016,august
Jaguar,XJ,XJL Portfolio,23235,35100,2015,august
Chevrolet,Silverado 1500 Cr...,LTZ 5 3/4 ft,21377,35200,2016,august
Nissan,Titan Crew Cab,SV 5 1/2 ft,3868,31100,2018,august
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,17849,34100,2016,august
Lexus,RC,RC 350,1937,41700,2018,august
Nissan,Pathfinder,Platinum,12193,29700,2018,august
Chevrolet,Silverado 1500 Cr...,LT 5 3/4 ft,6027,34900,2019,august
Nissan,TITAN XD Crew Cab,Platinum Reserve 6 1/2 ft,5639,46000,2018,august
Lexus,ES,ES 350,10744,33500,2018,august
