,Make,Model,trim,Mileage,Price
0,2016 Hyundai,Sonata,Sonata,"32,233 miles","15,300"
0,2018 Chevrolet,Malibu,LT,"14,418 miles","18,400"
0,2018 Honda,Accord,LX,"30,482 miles","20,300"
0,2016 Honda,Accord,EX-L,"33,317 miles","22,100"
0,2015 Chevrolet,Camaro,LS,"43,317 miles","18,900"
0,2016 Mazda,MX-5 Miata,Club,"4,078 miles","24,800"
0,2018 Nissan,Versa,S,"25,579 miles","13,000"
0,2017 Ford,Mustang,EcoBoost,"39,660 miles","21,300"
0,2015 Chevrolet,Malibu,LS,"23,992 miles","14,600"
0,2016 Nissan,Sentra,SV,"17,926 miles","14,300"
0,2017 Ford,Fusion Energi,Plug-In Hybrid Titanium,"57,742 miles","18,000"
0,2014 Ford,F150 SuperCrew Ca...,XL 5 1/2 ft,"65,724 miles","26,700"
0,2016 Buick,Encore,Encore,"45,760 miles","15,100"
0,2015 Mazda,CX-5,Grand Touring,"58,167 miles","19,600"
0,2018 Subaru,WRX,WRX,"38,602 miles","23,000"
0,2016 Ford,Escape,SE,"22,400 miles","17,000"
0,2017 Chevrolet,Malibu,LS,"36,047 miles","16,700"
0,2014 Volkswagen,Tiguan,2.0T S 4Motion,"54,403 miles","16,700"
0,2016 Chevrolet,Trax,LS,"32,229 miles","15,000"
0,2016 Ford,C-MAX Energi,SEL,"43,763 miles","14,100"
0,2016 Chevrolet,Equinox,LT,"34,284 miles","17,800"
0,2015 Chrysler,200,Limited,"37,891 miles","14,400"
0,2017 Jeep,Compass,Latitude,"17,081 miles","18,500"
0,2018 Volkswagen,Golf GTI,SE Hatchback,"4,168 miles","27,600"
0,2015 Jeep,Grand Cherokee,Limited,"56,504 miles","23,100"
0,2017 Ford,Escape,S,"20,441 miles","16,200"
0,2013 Subaru,Impreza,2.0i,"52,867 miles","16,400"
0,2015 Subaru,Forester,2.5i Premium,"70,754 miles","18,100"
0,2016 FIAT,500,Easy,"9,203 miles","13,800"
0,2014 Acura,TL,TL,"51,348 miles","20,400"
0,2018 Dodge,Grand Caravan Pas...,GT,"29,780 miles","21,100"
0,2016 Hyundai,Sonata,Sport,"31,671 miles","15,800"
0,2016 Honda,Accord,EX-L,"47,155 miles","19,400"
0,2015 Subaru,XV Crosstrek,Premium,"40,325 miles","19,000"
0,2017 Toyota,Tacoma Access Cab,SR5 6 ft,"15,129 miles","29,100"
0,2015 Dodge,Challenger,R/T Plus,"17,937 miles","29,500"
0,2016 Ford,C-MAX Energi,SEL,"36,947 miles","14,600"
0,2015 Jeep,Grand Cherokee,Laredo E,"47,652 miles","25,100"
0,2017 Subaru,Outback,2.5i Limited,"61,537 miles","25,000"
0,2017 Volkswagen,Jetta,1.4T S,"25,305 miles","14,800"
0,2016 Dodge,Charger,SXT,"18,685 miles","24,600"
0,2014 Lexus,CT,CT 200h,"94,320 miles","16,900"
0,2017 Ford,Escape,S,"41,809 miles","15,800"
0,2017 Honda,Accord,EX w/Honda Sensing,"6,577 miles","22,500"
0,2016 Hyundai,Sonata,SE,"26,558 miles","15,600"
0,2017 Hyundai,Elantra,SE,"13,630 miles","14,700"
0,2017 Jeep,Cherokee,Sport,"21,864 miles","18,300"
0,2018 Nissan,Altima,2.5 S,"14,339 miles","19,800"
0,2016 GMC,Terrain,SLT,"24,908 miles","19,700"
0,2015 GMC,Canyon Crew Cab,SLT 6 ft,"76,198 miles","26,300"
0,2018 Ford,Fiesta,SE,"30,304 miles","12,400"
0,2018 Dodge,Journey,SE,"8,722 miles","18,400"
0,2018 Ford,Focus,SE,"4,615 miles","15,100"
0,2018 Ford,Focus,SE,"32,173 miles","13,500"
0,2015 Ford,F150 Super Cab,XLT 6 1/2 ft,"60,010 miles","25,600"
0,2016 Acura,RDX,RDX,"21,188 miles","28,800"
0,2016 Mercedes-Ben...,C-Class,C 300 4MATIC,"37,400 miles","25,800"
0,2017 Jeep,Cherokee,Sport,"25,016 miles","20,200"
0,2017 Hyundai,Elantra,SE,"25,134 miles","14,300"
0,2015 Jeep,Grand Cherokee,Laredo E,"47,652 miles","25,100"
0,2017 Subaru,Outback,2.5i Limited,"61,537 miles","25,000"
0,2017 Volkswagen,Jetta,1.4T S,"25,305 miles","14,800"
0,2016 Dodge,Charger,SXT,"18,685 miles","24,600"
0,2014 Lexus,CT,CT 200h,"94,320 miles","16,900"
0,2017 Ford,Escape,S,"41,809 miles","15,800"
0,2017 Honda,Accord,EX w/Honda Sensing,"6,577 miles","22,500"
0,2016 Hyundai,Sonata,SE,"26,558 miles","15,600"
0,2017 Hyundai,Elantra,SE,"13,630 miles","14,700"
0,2017 Jeep,Cherokee,Sport,"21,864 miles","18,300"
0,2018 Nissan,Altima,2.5 S,"14,339 miles","19,800"
0,2016 GMC,Terrain,SLT,"24,908 miles","19,700"
0,2015 GMC,Canyon Crew Cab,SLT 6 ft,"76,198 miles","26,300"
0,2018 Ford,Fiesta,SE,"30,304 miles","12,400"
0,2018 Dodge,Journey,SE,"8,722 miles","18,400"
0,2018 Ford,Focus,SE,"4,615 miles","15,100"
0,2018 Ford,Focus,SE,"32,173 miles","13,500"
0,2015 Ford,F150 Super Cab,XLT 6 1/2 ft,"60,010 miles","25,600"
0,2016 Acura,RDX,RDX,"21,188 miles","28,800"
0,2016 Mercedes-Ben...,C-Class,C 300 4MATIC,"37,400 miles","25,800"
0,2017 Jeep,Cherokee,Sport,"25,016 miles","20,200"
0,2017 Hyundai,Elantra,SE,"25,134 miles","14,300"
0,2014 Audi,A6,3.0T Premium Plus,"60,199 miles","21,800"
0,2016 Volkswagen,Passat,1.8T SE,"51,272 miles","15,800"
0,2017 Kia,Sorento,LX,"12,949 miles","19,300"
0,2017 Chevrolet,Impala,LS,"61,134 miles","15,900"
0,2012 Chevrolet,Camaro,LT,"13,265 miles","19,400"
0,2014 Audi,A5,Premium Plus,"9,522 miles","25,300"
0,2016 Jeep,Compass,High Altitude Edition,"28,580 miles","16,200"
0,2015 Ford,Edge,SEL,"32,888 miles","21,100"
0,2014 Chevrolet,Volt,Volt,"39,175 miles","15,500"
0,2016 Audi,A3,2.0T Premium Plus,"43,492 miles","21,800"
0,2015 Cadillac,SRX,Premium Collection,"76,880 miles","22,700"
0,2017 Subaru,Outback,2.5i Limited,"20,304 miles","27,400"
0,2013 Honda,Pilot,EX-L,"65,989 miles","22,700"
0,2017 BMW,4 Series,430i xDrive Gran,"35,366 miles","28,900"
0,2017 Dodge,Charger,R/T,"39,810 miles","26,200"
0,2013 Chevrolet,Camaro,LT,"5,146 miles","21,900"
0,2016 Mazda,CX-5,Grand Touring,"25,943 miles","23,400"
0,2017 Hyundai,Elantra,SE,"21,089 miles","14,400"
0,2016 Jeep,Cherokee,Limited,"36,621 miles","22,200"
0,2016 Toyota,Corolla,LE,"14,126 miles","16,300"
0,2016 Hyundai,Sonata,Sport,"22,751 miles","15,800"
0,2016 Toyota,Corolla,LE,"6,250 miles","15,800"
0,2016 Jeep,Cherokee,Latitude,"48,150 miles","17,200"
0,2015 Nissan,Murano,SV,"3,459 miles","27,300"
0,2017 Hyundai,Elantra,SE,"30,822 miles","14,300"
0,2017 Hyundai,Elantra,SE,"26,442 miles","15,100"
0,2017 Hyundai,Elantra,SE,"26,076 miles","14,100"
0,2018 Nissan,Sentra,SV,"25,769 miles","14,600"
0,2018 Nissan,Pathfinder,S,"2,689 miles","28,400"
0,2017 Chrysler,200,Limited Platinum,"16,939 miles","17,600"
0,2018 Honda,Accord,EX-L,"19,624 miles","26,400"
0,2016 Jeep,Compass,High Altitude Edition,"30,139 miles","16,600"
0,2018 Nissan,Altima,2.5 S,"7,774 miles","19,300"
0,2013 Toyota,Tacoma Double Cab,5 ft,"50,501 miles","29,500"
0,2019 Jeep,Cherokee,Limited,"53,572 miles","21,700"
0,2017 Hyundai,Elantra,SE,"24,404 miles","14,300"
0,2017 Kia,Forte,LX,"7,828 miles","14,400"
0,2016 BMW,5 Series,528i xDrive,"37,924 miles","25,400"
0,2016 Kia,Optima,LX,"26,180 miles","14,600"
0,2017 Ford,Escape,Titanium,"12,148 miles","20,600"
0,2015 Jeep,Grand Cherokee,Limited,"47,077 miles","23,600"
0,2018 Chevrolet,Equinox,Premier,"51,176 miles","21,600"
0,2018 Chevrolet,Equinox,Premier,"32,698 miles","23,600"
0,2016 Kia,Forte,EX,"30,488 miles","14,100"
0,2016 Jeep,Cherokee,Latitude,"48,150 miles","17,200"
0,2015 Nissan,Murano,SV,"3,459 miles","27,300"
0,2017 Hyundai,Elantra,SE,"30,822 miles","14,300"
0,2017 Hyundai,Elantra,SE,"26,442 miles","15,100"
0,2017 Hyundai,Elantra,SE,"26,076 miles","14,100"
0,2018 Nissan,Sentra,SV,"25,769 miles","14,600"
0,2018 Nissan,Pathfinder,S,"2,689 miles","28,400"
0,2017 Chrysler,200,Limited Platinum,"16,939 miles","17,600"
0,2018 Honda,Accord,EX-L,"19,624 miles","26,400"
0,2016 Jeep,Compass,High Altitude Edition,"30,139 miles","16,600"
0,2018 Nissan,Altima,2.5 S,"7,774 miles","19,300"
0,2013 Toyota,Tacoma Double Cab,5 ft,"50,501 miles","29,500"
0,2019 Jeep,Cherokee,Limited,"53,572 miles","21,700"
0,2017 Hyundai,Elantra,SE,"24,404 miles","14,300"
0,2017 Kia,Forte,LX,"7,828 miles","14,400"
0,2016 BMW,5 Series,528i xDrive,"37,924 miles","25,400"
0,2016 Kia,Optima,LX,"26,180 miles","14,600"
0,2017 Ford,Escape,Titanium,"12,148 miles","20,600"
0,2015 Jeep,Grand Cherokee,Limited,"47,077 miles","23,600"
0,2018 Chevrolet,Equinox,Premier,"51,176 miles","21,600"
0,2018 Chevrolet,Equinox,Premier,"32,698 miles","23,600"
0,2016 Kia,Forte,EX,"30,488 miles","14,100"
0,2017 Ford,F150 Super Cab,XL 6 1/2 ft,"16,386 miles","27,600"
0,2016 Buick,Encore,Encore,"31,605 miles","15,200"
0,2017 Hyundai,Elantra,SE,"29,033 miles","14,000"
0,2017 Kia,Sorento,SX,"54,285 miles","24,500"
0,2015 Jaguar,XF,XF Portfolio,"74,046 miles","21,700"
0,2018 Ford,Focus,SE,"20,377 miles","14,600"
0,2018 Kia,Forte,LX,"9,735 miles","16,000"
0,2016 Jeep,Compass,High Altitude Edition,"16,630 miles","17,600"
0,2017 Mazda,MAZDA3,Grand Touring,"25,167 miles","19,400"
0,2017 MINI,Countryman,Cooper S ALL4,"8,315 miles","29,200"
0,2017 Chevrolet,Cruze,LT,"9,711 miles","15,600"
0,2018 Chevrolet,Impala,Premier,"37,220 miles","19,800"
0,2017 BMW,i3,i3,"23,766 miles","26,800"
0,2016 Cadillac,SRX,Luxury Collection,"25,672 miles","25,100"
0,2015 Chevrolet,Sonic,LT Hatchback,"9,562 miles","12,000"
0,2015 Jeep,Grand Cherokee,Limited,"41,040 miles","24,000"
0,2018 Honda,Accord,EX-L,"12,245 miles","27,900"
0,2016 Jeep,Compass,Sport,"27,113 miles","17,300"
0,2018 Chevrolet,Spark,LS,"8,187 miles","14,400"
0,2016 BMW,2 Series,228i,"2,890 miles","29,000"
0,2018 Chrysler,300,300S,"33,697 miles","22,600"
0,2013 Dodge,Charger,SXT,"58,275 miles","18,000"
0,2017 Ford,F150 Super Cab,XL 6 1/2 ft,"16,386 miles","27,600"
0,2016 Buick,Encore,Encore,"31,605 miles","15,200"
0,2017 Hyundai,Elantra,SE,"29,033 miles","14,000"
0,2017 Kia,Sorento,SX,"54,285 miles","24,500"
0,2015 Jaguar,XF,XF Portfolio,"74,046 miles","21,700"
0,2018 Ford,Focus,SE,"20,377 miles","14,600"
0,2018 Kia,Forte,LX,"9,735 miles","16,000"
0,2016 Jeep,Compass,High Altitude Edition,"16,630 miles","17,600"
0,2017 Mazda,MAZDA3,Grand Touring,"25,167 miles","19,400"
0,2017 MINI,Countryman,Cooper S ALL4,"8,315 miles","29,200"
0,2017 Chevrolet,Cruze,LT,"9,711 miles","15,600"
0,2018 Chevrolet,Impala,Premier,"37,220 miles","19,800"
0,2017 BMW,i3,i3,"23,766 miles","26,800"
0,2016 Cadillac,SRX,Luxury Collection,"25,672 miles","25,100"
0,2015 Chevrolet,Sonic,LT Hatchback,"9,562 miles","12,000"
0,2015 Jeep,Grand Cherokee,Limited,"41,040 miles","24,000"
0,2018 Honda,Accord,EX-L,"12,245 miles","27,900"
0,2016 Jeep,Compass,Sport,"27,113 miles","17,300"
0,2018 Chevrolet,Spark,LS,"8,187 miles","14,400"
0,2016 BMW,2 Series,228i,"2,890 miles","29,000"
0,2018 Chrysler,300,300S,"33,697 miles","22,600"
0,2013 Dodge,Charger,SXT,"58,275 miles","18,000"
0,2017 Ford,F150 Super Cab,XL 6 1/2 ft,"16,386 miles","27,600"
0,2016 Buick,Encore,Encore,"31,605 miles","15,200"
0,2017 Hyundai,Elantra,SE,"29,033 miles","14,000"
0,2017 Kia,Sorento,SX,"54,285 miles","24,500"
0,2015 Jaguar,XF,XF Portfolio,"74,046 miles","21,700"
0,2018 Ford,Focus,SE,"20,377 miles","14,600"
0,2018 Kia,Forte,LX,"9,735 miles","16,000"
0,2016 Jeep,Compass,High Altitude Edition,"16,630 miles","17,600"
0,2017 Mazda,MAZDA3,Grand Touring,"25,167 miles","19,400"
0,2017 MINI,Countryman,Cooper S ALL4,"8,315 miles","29,200"
0,2017 Chevrolet,Cruze,LT,"9,711 miles","15,600"
0,2018 Chevrolet,Impala,Premier,"37,220 miles","19,800"
0,2017 BMW,i3,i3,"23,766 miles","26,800"
0,2016 Cadillac,SRX,Luxury Collection,"25,672 miles","25,100"
0,2015 Chevrolet,Sonic,LT Hatchback,"9,562 miles","12,000"
0,2015 Jeep,Grand Cherokee,Limited,"41,040 miles","24,000"
0,2018 Honda,Accord,EX-L,"12,245 miles","27,900"
0,2016 Jeep,Compass,Sport,"27,113 miles","17,300"
0,2018 Chevrolet,Spark,LS,"8,187 miles","14,400"
0,2016 BMW,2 Series,228i,"2,890 miles","29,000"
0,2018 Chrysler,300,300S,"33,697 miles","22,600"
0,2013 Dodge,Charger,SXT,"58,275 miles","18,000"
0,2016 smart,fortwo,Prime Hatchback,"29,258 miles","12,400"
0,2017 Nissan,Sentra,SV,"47,200 miles","13,200"
0,2017 Toyota,Corolla,LE,"6,779 miles","16,800"
0,2014 Honda,CR-V,EX,"52,592 miles","17,900"
0,2015 Volkswagen,Passat,TDI SE,"58,373 miles","14,700"
0,2015 Hyundai,Sonata,SE,"22,602 miles","14,500"
0,2010 Lexus,RX,RX 350,"94,161 miles","16,600"
0,2017 Toyota,Camry,LE,"29,947 miles","17,100"
0,2015 Toyota,RAV4,Limited,"28,428 miles","22,100"
0,2016 Honda,CR-V,Touring,"35,885 miles","23,300"
0,2016 Hyundai,Sonata,SE,"29,322 miles","15,600"
0,2015 Toyota,4Runner,SR5,"72,161 miles","26,700"
0,2015 INFINITI,QX60,3.5,"29,860 miles","26,300"
0,2016 Audi,Q5,2.0T Premium Plus,"45,710 miles","25,000"
0,2016 Toyota,Camry,LE,"50,749 miles","16,800"
0,2018 Kia,Soul,Soul,"15,261 miles","15,600"
0,2018 Chevrolet,Cruze,LS,"11,558 miles","16,500"
0,2017 Hyundai,Tucson,SE,"15,400 miles","18,600"
0,2016 Ford,C-MAX Energi,SEL,"31,229 miles","14,800"
0,2016 Volkswagen,Tiguan,2.0T S,"28,893 miles","16,000"
0,2016 Volkswagen,Jetta,1.8T Sport,"47,037 miles","14,500"
0,2013 Ford,Escape,Titanium,"29,340 miles","16,400"
0,2016 Volkswagen,Jetta,1.8T Sport,"31,475 miles","16,100"
0,2016 Ford,C-MAX Energi,SEL,"30,707 miles","14,800"
0,2019 Honda,Accord,LX,"7,028 miles","23,400"
0,2015 Honda,Civic,LX,"22,476 miles","15,500"
0,2016 Chevrolet,Equinox,LS,"55,330 miles","16,000"
0,2018 Ford,Taurus,Limited,"34,178 miles","18,100"
0,2016 Nissan,Altima,2.5 SR,"39,733 miles","15,500"
0,2014 Jeep,Grand Cherokee,Overland,"54,303 miles","25,400"
0,2016 Chevrolet,Silverado 1500 Do...,Z71 LT 6 1/2 ft,"48,471 miles","25,700"
0,2017 Volkswagen,Tiguan,2.0T S 4Motion,"10,253 miles","18,900"
0,2016 Ford,Focus,SE,"4,424 miles","14,500"
0,2017 Lincoln,MKC,Select,"56,249 miles","21,300"
0,2017 Volkswagen,Passat,1.8T SE,"21,251 miles","18,500"
0,2017 BMW,X3,xDrive28i,"46,526 miles","28,100"
0,2017 Hyundai,Elantra,SE,"31,884 miles","14,000"
0,2018 Chevrolet,Cruze,LT,"35,850 miles","14,400"
0,2017 Nissan,Altima,2.5 S,"28,516 miles","16,900"
0,2017 Nissan,Sentra,SV,"46,030 miles","13,700"
0,2017 Hyundai,Elantra,SE,"13,403 miles","14,300"
0,2017 Honda,Civic,LX,"23,227 miles","17,400"
0,2018 Chevrolet,Cruze,LS,"9,724 miles","15,500"
0,2016 Subaru,Legacy,2.5i Premium,"23,794 miles","18,300"
0,2016 Buick,Encore,Encore,"38,520 miles","15,800"
0,2017 Ford,Mustang,GT,"43,439 miles","25,800"
0,2016 Jeep,Cherokee,Limited,"19,161 miles","22,300"
0,2016 Buick,Encore,Encore,"20,373 miles","16,800"
0,2017 Hyundai,Elantra,Eco,"22,446 miles","14,500"
0,2017 Ford,Escape,SE,"44,073 miles","17,300"
0,2016 Nissan,Sentra,SR,"44,730 miles","13,700"
0,2016 Toyota,Camry,Hybrid LE,"14,140 miles","21,400"
0,2016 Subaru,Forester,2.5i,"31,669 miles","19,500"
0,2016 Audi,A6,TDI Premium Plus,"34,976 miles","29,200"
0,2018 Toyota,Corolla,LE,"14,636 miles","16,000"
0,2016 Toyota,Tacoma Double Cab,SR5 5 ft,"30,906 miles","26,600"
0,2014 Mitsubishi,Outlander Sport,ES,"56,794 miles","12,500"
0,2016 Ford,Edge,SEL,"29,737 miles","20,900"
0,2015 Acura,MDX,SH-AWD,"51,110 miles","26,800"
0,2016 BMW,5 Series,535i xDrive,"60,308 miles","26,500"
0,2016 Honda,CR-V,EX-L,"36,917 miles","21,200"
0,2018 Kia,Soul,Soul,"19,612 miles","15,300"
0,2018 Dodge,Journey,SXT,"11,209 miles","20,400"
0,2015 Toyota,Highlander,Limited,"48,751 miles","28,800"
0,2018 Toyota,4Runner,SR5,"37,829 miles","28,200"
0,2017 Hyundai,Elantra,SE,"31,326 miles","14,400"
0,2015 Toyota,Avalon,XLE Premium,"66,515 miles","16,800"
0,2015 Ram,1500 Crew Cab,Laramie 5 1/2 ft,"73,962 miles","28,000"
0,2015 Nissan,LEAF,SV,"38,697 miles","11,800"
0,2014 Jeep,Cherokee,Limited,"48,898 miles","19,000"
0,2016 Hyundai,Genesis,3.8,"23,341 miles","22,600"
0,2017 Hyundai,Elantra,SE,"22,885 miles","14,900"
0,2015 Mercedes-Ben...,C-Class,C 300 4MATIC,"28,717 miles","24,400"
0,2017 Acura,RDX,RDX,"47,373 miles","24,900"
0,2016 Lincoln,MKC,Select,"43,440 miles","21,100"
0,2016 Buick,Encore,Premium,"17,281 miles","20,100"
0,2016 Kia,Optima,LX,"26,406 miles","15,100"
0,2017 Audi,Q5,2.0T Premium,"32,448 miles","27,100"
0,2017 Subaru,Outback,2.5i Limited,"78,140 miles","22,600"
0,2013 Honda,CR-V,EX-L,"77,388 miles","17,300"
0,2017 Honda,HR-V,LX,"14,013 miles","17,900"
0,2017 Nissan,Pathfinder,SV,"48,543 miles","19,400"
0,2018 Nissan,Sentra,S,"11,096 miles","15,400"
0,2017 Toyota,Corolla,LE,"13,227 miles","16,700"
0,2013 GMC,Sierra 1500 Crew ...,SLE 5 3/4 ft,"26,553 miles","26,700"
0,2016 Nissan,Rogue,S,"12,134 miles","17,200"
0,2018 Ford,Focus,SEL,"17,584 miles","16,500"
0,2016 Toyota,Corolla,L,"13,028 miles","15,600"
0,2016 Hyundai,Tucson,Limited,"30,811 miles","19,300"
0,2018 Mitsubishi,Outlander Sport,SE,"12,945 miles","18,900"
0,2016 Jeep,Compass,Latitude,"34,283 miles","16,300"
0,2016 Chevrolet,Volt,LT,"37,533 miles","17,900"
0,2016 Acura,TLX,3.5,"36,134 miles","22,700"
0,2017 Kia,Sorento,EX,"26,594 miles","21,100"
0,2017 Toyota,Corolla,LE,"23,780 miles","15,300"
0,2018 Ford,Escape,SEL,"22,504 miles","19,600"
0,2017 Ford,Focus,SE,"26,601 miles","13,500"
0,2018 Honda,HR-V,EX,"17,208 miles","21,500"
0,2018 Ford,Fiesta,SE,"10,126 miles","13,400"
0,2015 Toyota,Sienna,XLE,"47,288 miles","28,700"
0,2018 Jeep,Grand Cherokee,Laredo E,"10,769 miles","29,100"
0,2014 BMW,3 Series,328i xDrive,"41,594 miles","19,700"
0,2016 Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,"46,017 miles","26,800"
0,2016 Toyota,RAV4,XLE,"19,548 miles","20,900"
0,2016 Kia,Soul,Soul,"19,670 miles","13,500"
0,2018 Chevrolet,Colorado Crew Cab,LT 5 ft,"21,901 miles","25,600"
0,2012 Mazda,MX-5 Miata,Special Edition,"20,085 miles","19,800"
0,2017 Chevrolet,Cruze,LS,"15,880 miles","15,300"
0,2015 Nissan,LEAF,S,"41,548 miles","12,100"
0,2018 Honda,Accord,EX,"15,611 miles","23,800"
0,2016 Hyundai,Tucson,Limited,"30,811 miles","19,300"
0,2018 Mitsubishi,Outlander Sport,SE,"12,945 miles","18,900"
0,2016 Jeep,Compass,Latitude,"34,283 miles","16,300"
0,2016 Chevrolet,Volt,LT,"37,533 miles","17,900"
0,2016 Acura,TLX,3.5,"36,134 miles","22,700"
0,2017 Kia,Sorento,EX,"26,594 miles","21,100"
0,2017 Toyota,Corolla,LE,"23,780 miles","15,300"
0,2018 Ford,Escape,SEL,"22,504 miles","19,600"
0,2017 Ford,Focus,SE,"26,601 miles","13,500"
0,2018 Honda,HR-V,EX,"17,208 miles","21,500"
0,2018 Ford,Fiesta,SE,"10,126 miles","13,400"
0,2015 Toyota,Sienna,XLE,"47,288 miles","28,700"
0,2018 Jeep,Grand Cherokee,Laredo E,"10,769 miles","29,100"
0,2014 BMW,3 Series,328i xDrive,"41,594 miles","19,700"
0,2016 Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,"46,017 miles","26,800"
0,2016 Toyota,RAV4,XLE,"19,548 miles","20,900"
0,2016 Kia,Soul,Soul,"19,670 miles","13,500"
0,2018 Chevrolet,Colorado Crew Cab,LT 5 ft,"21,901 miles","25,600"
0,2012 Mazda,MX-5 Miata,Special Edition,"20,085 miles","19,800"
0,2017 Chevrolet,Cruze,LS,"15,880 miles","15,300"
0,2015 Nissan,LEAF,S,"41,548 miles","12,100"
0,2018 Honda,Accord,EX,"15,611 miles","23,800"
0,2013 Honda,CR-V,EX-L,"48,305 miles","18,300"
0,2016 Lincoln,MKZ,MKZ,"30,715 miles","20,900"
0,2018 Ford,Edge,Sport,"31,940 miles","28,600"
0,2015 Honda,CR-V,EX,"48,893 miles","18,600"
0,2016 Jeep,Cherokee,Limited,"45,099 miles","20,700"
0,2018 Mazda,MX-5 Miata,Grand Touring,"27,308 miles","23,400"
0,2016 Jeep,Compass,High Altitude Edition,"26,910 miles","17,500"
0,2016 Buick,Verano,Verano,"6,323 miles","15,600"
0,2016 Audi,Q5,2.0T Premium Plus,"40,276 miles","25,300"
0,2016 Subaru,Outback,2.5i Limited,"21,653 miles","25,400"
0,2016 Chevrolet,Traverse,LS,"38,989 miles","19,000"
0,2017 GMC,Terrain,SLE-2,"15,548 miles","21,000"
0,2016 Honda,Civic,EX-T,"14,614 miles","18,600"
0,2016 Honda,Civic,EX-T,"43,572 miles","17,600"
0,2016 BMW,3 Series,328i xDrive,"29,731 miles","25,800"
0,2017 Nissan,Versa,SV,"18,886 miles","13,300"
0,2016 Audi,A3,2.0T Premium,"22,604 miles","21,200"
0,2016 Jeep,Compass,High Altitude Edition,"17,411 miles","17,600"
0,2017 Subaru,Forester,2.5i Premium,"25,590 miles","23,200"
0,2014 Honda,CR-V,EX-L,"49,621 miles","18,600"
0,2015 Ford,Focus,Titanium,"29,612 miles","14,300"
0,2017 Kia,Sorento,SX,"64,546 miles","24,100"
0,2016 Mazda,CX-5,Touring,"25,039 miles","20,500"
0,2014 Hyundai,Equus,Signature,"70,719 miles","19,700"
0,2018 Toyota,Tacoma Double Cab,SR 5 ft,"10,959 miles","26,800"
0,2015 Chevrolet,Malibu,LS,"32,504 miles","13,500"
0,2017 Jeep,Cherokee,Sport,"19,849 miles","18,600"
0,2017 Toyota,Tacoma Access Cab,SR 6 ft,"18,664 miles","24,700"
0,2016 Chrysler,200,Limited,"27,519 miles","14,400"
0,2014 Ford,F150 Super Cab,STX 6 1/2 ft,"39,633 miles","22,400"
0,2016 Jeep,Compass,High Altitude Edition,"16,799 miles","16,700"
0,2017 Hyundai,Sonata,SE,"22,401 miles","14,700"
0,2018 Subaru,Forester,2.5i,"3,897 miles","23,700"
0,2016 Jeep,Cherokee,Altitude,"15,129 miles","18,100"
0,2016 Dodge,Grand Caravan Pas...,AVP,"13,532 miles","17,800"
0,2016 Honda,CR-V,EX,"30,090 miles","20,400"
0,2017 Ford,F150 Super Cab,XL 6 1/2 ft,"8,747 miles","29,200"
0,2016 Buick,Verano,Verano,"15,494 miles","15,400"
0,2012 Ford,Mustang,Boss 302,"62,780 miles","28,200"
0,2018 Jeep,Renegade,Altitude,"20,684 miles","18,500"
0,2015 Jeep,Grand Cherokee,Overland,"76,293 miles","23,900"
0,2016 Nissan,Frontier Crew Cab,SV 5 ft,"34,993 miles","24,100"
0,2016 Buick,Encore,Encore,"39,692 miles","15,700"
0,2012 Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,"88,959 miles","22,800"
0,2018 Toyota,Camry,SE,"41,352 miles","20,000"
0,2016 Lexus,NX,200t,"29,706 miles","27,100"
0,2015 Nissan,Altima,2.5 S,"62,177 miles","13,800"
0,2017 Subaru,Forester,2.5i Premium,"66,271 miles","19,900"
0,2016 Acura,TLX,2.4,"28,837 miles","21,700"
0,2016 Honda,Civic,EX,"54,842 miles","16,800"
0,2016 Toyota,RAV4,XLE,"11,949 miles","21,700"
0,2014 Honda,CR-V,EX,"14,147 miles","21,100"
0,2016 Honda,Civic,EX,"33,543 miles","17,100"
0,2016 Honda,CR-V,LX,"35,731 miles","18,900"
0,2018 Subaru,WRX,WRX Limited,"25,249 miles","28,000"
0,2014 Audi,A4,Premium Plus,"78,084 miles","16,700"
0,2016 Ford,Edge,Titanium,"51,434 miles","21,800"
0,2018 Dodge,Charger,SXT,"26,561 miles","23,300"
0,2015 Acura,TLX,3.5,"20,464 miles","21,500"
0,2017 Nissan,Pathfinder,S,"47,513 miles","22,000"
0,2018 Subaru,Impreza,2.0i Sport,"12,089 miles","23,500"
0,2015 Ford,Expedition EL,Limited,"74,936 miles","27,600"
0,2016 Chevrolet,Camaro,LT,"30,527 miles","21,100"
0,2016 Volkswagen,Jetta,1.8T Sport,"36,021 miles","15,400"
0,2017 Chevrolet,Equinox,LT,"62,443 miles","16,000"
0,2016 Hyundai,Sonata,SE,"30,379 miles","14,600"
0,2018 Toyota,Prius Prime,Plus,255 miles,"26,900"
0,2016 Ford,Explorer,Limited,"43,418 miles","28,800"
0,2016 Lexus,ES,ES 350,"41,811 miles","24,500"
0,2018 Subaru,Outback,2.5i,"35,008 miles","22,200"
0,2016 Honda,CR-V,EX,"36,489 miles","19,800"
0,2018 Ford,Fiesta,SE,"36,088 miles","12,100"
0,2017 BMW,X3,xDrive28i,"34,371 miles","26,900"
0,2015 Buick,Regal,Regal,"14,123 miles","16,800"
0,2013 Mazda,MX-5 Miata,Grand Touring,"16,972 miles","19,300"
